鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
中山區,房地(土地+建物),臺北市中山區林森北路481~510號,3.79,商,,,1060511,土地1建物1車位0,十四層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,920122,37.2,1,1,1,有,有,6160000,165591,,0,0,含增建或未登記建物。,RPVQMLMJOHMFFCA28CA
大同區,房地(土地+建物)+車位,臺北市大同區承德路一段1~30號,10.75,商,,,1060417,土地1建物1車位1,十一層,二十層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,781103,194.8,3,2,2,有,有,31500000,161713,坡道平面,38.69,0,,RPOOMLTLOHMFFBA18CA
中山區,車位,臺北市中山區建國北路一段61~90號,1.05,住,,,1060522,土地0建物0車位1,地下二層,十二層,其他,停車空間,見其他登記事項,860517,34.12,0,0,0,有,有,2700000,,坡道平面,0,2700000,,RPOQMLQJOHMFFCA97CA
中山區,房地(土地+建物),臺北市中山區長安東路二段151~180號,4.19,商,,,1060430,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010409,52.49,2,1,1,有,有,11800000,224805,,0,0,,RPSPMLPJOHMFFCA18CA
中山區,房地(土地+建物)+車位,臺北市中山區松江路391~420號,27.55,住,,,1060428,土地2建物1車位2,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040713,321.67,4,2,3,有,有,69800000,216993,坡道平面,59.54,0,,RPSPMLSJOHMFFCA48CA
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路91~120號,31.07,商,,,1060512,土地1建物1車位2,十層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971121,238.12,0,0,0,無,有,60000000,251974,坡道平面,0,0,,RPXOMLRJOHMFFCA78CA
中正區,房地(土地+建物),臺北市中正區汀州路三段181~210號,31.69,住,,,1060516,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681215,142.28,4,1,3,有,無,25000000,175710,,0,0,,RPWNMLQLOHMFFAA48CA
中正區,房地(土地+建物)+車位,臺北市中正區羅斯福路二段8巷1~30號,13.96,商,,,1060508,土地2建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041014,89.38,0,0,0,無,有,23080000,258223,塔式車位,17.43,0,,RPQNMLRLOHMFFAA97CA
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段181~210號,13.92,住,,,1060430,土地1建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000113,124.25,2,2,1,有,有,22800000,183486,坡道平面,35.36,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。,RPSNMLSJOHMFFAA08CA
文山區,房地(土地+建物),臺北市文山區興隆路一段70巷11弄1~30號,16.96,住,,,1060511,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,48.73,1,1,1,有,無,8500000,174431,,0,0,,RPROMLNJOHMFFAA57CA
文山區,房地(土地+建物),臺北市文山區景華街91~120號,42.12,住,,,1060409,土地2建物1車位0,一層,四層,店面(店鋪),住家用,鋼筋混凝土造,,104.73,2,1,1,有,無,29500000,281677,,0,0,含增建或未登記建物。,RPTNMLQJOHMFFAA97CA
大同區,車位,臺北市大同區涼州街1~30號,0.79,住,,,1060515,土地0建物0車位5,二層,十五層,其他,見其他登記事項,鋼筋混凝土造,1000318,97.3,0,0,0,有,有,4400000,,坡道機械,97.3,4400000,"本案車位共5個,價格無法拆分",RPQPMLOKOHMFFBA87CA
大同區,房地(土地+建物),臺北市大同區重慶北路三段243巷1~30號,30,住,,,1060507,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),,加強磚造,,76.51,0,2,1,有,無,8860000,115802,,0,0,含增建或未登記建物。,RPPNMLNJOHMFFBA37CA
中正區,建物,臺北市中正區金山南路一段67巷1~30號,0,,,,1060504,土地0建物1車位0,五層,五層,公寓(5樓含以下無電梯),,加強磚造,561213,19.74,2,2,1,有,無,2800000,141844,,0,0,1.買方買清，全部稅費皆由賣方負擔。2.現況交屋、房間牆壁有輕微滲水、有增建。3.月繳300元清洗樓梯費用。4.土地依法承租。,RPPOMLNJOHMFFBA47CA
萬華區,房地(土地+建物),臺北市萬華區國興路1巷1~30號,26.49,住,,,1060421,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710702,99.89,3,2,1,有,有,12000000,120132,,0,0,含增建或未登記建物。,RPVQMLNJOHMFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區長順街14巷1弄1~30號,24.75,住,,,1060509,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,630819,83.55,4,2,2,有,無,7500000,89767,,0,0,,RPOPMLRJOHMFFBA87CA
大同區,房地(土地+建物),臺北市大同區迪化街二段302巷1~30號,33.75,住,,,1060426,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631126,86.42,6,2,2,有,無,9900000,114557,,0,0,含增建或未登記建物。,RPPPMLRJOHMFFBA97CA
松山區,房地(土地+建物),臺北市松山區八德路二段361~390號,3.29,商,,,1060505,土地1建物1車位0,八層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,750115,37.58,1,1,1,有,有,8580000,228313,,0,0,,RPXNMLNJOHMFFDA38CA
信義區,房地(土地+建物),臺北市信義區吳興街156巷25弄1~30號,25.25,住,,,1060329,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631202,80.57,3,2,2,有,無,15000000,186174,,0,0,含增建或未登記建物。,RPOOMLNJOHMFFDA57CA
中山區,房地(土地+建物)+車位,臺北市中山區林森北路331~360號,17.61,商,,,1060509,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1021101,230.72,3,2,2,有,有,55000000,238384,坡道平面,26.66,0,,RPQNMLTKOHMFFCA28CA
南港區,房地(土地+建物),臺北市南港區南港路三段16巷1~30號,23.16,工,,,1060423,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,69.19,0,0,1,有,無,8400000,121405,,0,0,含增建或未登記建物。,RPTPMLMJOHMFFDA08CA
松山區,房地(土地+建物),臺北市松山區八德路三段211~240號,4.44,商,,,1060511,土地2建物1車位0,十一層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,771223,46.05,1,1,1,有,有,9700000,210641,,0,0,,RPTNMLPJOHMFFDA18CA
南港區,房地(土地+建物),臺北市南港區成福路121~150號,30.92,住,,,1060506,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,98.62,4,2,1,有,無,13100000,132833,,0,0,,RPPNMLTJOHMFFDA18CA
信義區,房地(土地+建物),臺北市信義區莊敬路241~270號,24.75,商,,,1060322,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.95,3,2,1,有,無,19000000,226325,,0,0,,RPUPMLTJOHMFFDA88CA
南港區,房地(土地+建物),臺北市南港區忠孝東路六段278巷22弄1~30號,26.33,住,,,1060428,土地1建物1車位0,一層，平台，騎樓,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,59.28,2,2,1,有,無,9080000,153171,,0,0,,RPQOMLNKOHMFFDA87CA
信義區,房地(土地+建物),臺北市信義區吳興街336巷1~30號,37,住,,,1060507,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,86,3,2,1,有,無,14350000,166860,,0,0,,RPTPMLNKOHMFFDA28CA
信義區,房地(土地+建物)+車位,臺北市信義區信義路五段121~150號,14.44,其他,,,1060430,土地1建物1車位1,十層,十九層,套房(1房1廳1衛),住家用,見其他登記事項,951229,119.65,1,1,1,有,有,25500000,213104,坡道平面,0,0,,RPUNMLOKOHMFFDA28CA
士林區,房地(土地+建物)+車位,臺北市士林區格致路20巷1~30號,14.82,商,,,1060419,土地1建物1車位1,八層,九層,套房(1房1廳1衛),商業用,鋼筋混凝土造,901004,77.31,1,1,1,有,有,8200000,106080,坡道機械,0,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。本案車位面積無法概算。,RPRPMLMJOHMFFEA97CA
士林區,房地(土地+建物),臺北市士林區天母東路43巷4弄1~30號,23.26,商,,,1060415,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710227,120.45,2,2,2,有,無,25580000,212370,,0,0,含增建或未登記建物。,RPROMLNJOHMFFEA97CA
北投區,房地(土地+建物),臺北市北投區大同街181~210號,40.5,住,,,1060518,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680509,108.38,3,2,1,有,無,11500000,106108,,0,0,,RPUOMLNJOHMFFEA28CA
士林區,房地(土地+建物),臺北市士林區社子街22巷60弄1~30號,37.25,住,,,1060430,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,581208,96.18,4,2,2,有,無,15000000,155958,,0,0,含增建或未登記建物。,RPWOMLNJOHMFFEA48CA
北投區,房地(土地+建物),臺北市北投區溫泉路121~150號,11.45,其他,,,1060408,土地4建物1車位0,七層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,661017,44.09,0,0,0,無,有,3600000,81651,,0,0,,RPWNMLMJOHMFFEA28CA
士林區,房地(土地+建物)+車位,臺北市士林區文林路541~570號,11.92,商,,,1060407,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050517,114.7,1,2,1,有,有,23000000,250663,坡道平面,31.72,2200000,,RPQQMLNJOHMFFEA08CA
北投區,房地(土地+建物),臺北市北投區行義路192巷15弄1~30號,20.51,住,,,1060514,土地1建物1車位0,地下二層,十六層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,891114,62.82,2,1,1,有,無,5500000,87552,,0,0,,RPQNMLPJOHMFFEA97CA
北投區,房地(土地+建物),臺北市北投區溫泉路91~120號,11.41,其他,,,1060421,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,740926,43.73,1,1,1,有,有,5200000,118912,,0,0,,RPROMLRJOHMFFEA38CA
士林區,土地,芝山段二小段871~900地號,36.78,其他,,,1060522,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,816488,22199,,0,0,,RPTPMLTJOHMFFEA88CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段220巷1~30號,58.26,住,,,1060425,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691115,278.85,3,2,2,有,有,38800000,139138,坡道平面,32.43,0,,RPTNMLMKOHMFFEA08CA
士林區,土地,新安段一小段481~510地號,1801.08,住,,,1060511,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,78000000,43307,,0,0,,RPSPMLQKOHMFFEA58CA
士林區,房地(土地+建物),臺北市士林區天母東路8巷1~30號,14.27,商,,,1060425,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,651106,86.86,2,2,2,有,有,14700000,169238,,0,0,親友、員工或其他特殊關係間之交易。,RPPNMLQKOHMFFEA08CA
士林區,房地(土地+建物),臺北市士林區忠義街91~120號,29.92,住,,,1060430,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750224,112.81,4,2,2,有,無,17300000,153355,,0,0,,RPPOMLQKOHMFFEA18CA
北投區,土地,行義段二小段421~450地號,24.91,住,,,1060523,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4783082,192015,,0,0,,RPRPMLQKOHMFFEA48CA
北投區,房地(土地+建物),臺北市北投區石牌路二段343巷1~30號,22.5,住,,,1060406,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041203,94.04,2,2,2,有,無,19300000,205232,,0,0,,RPSNMLMKOHMFFEA97CA
北投區,房地(土地+建物),臺北市北投區光明路72巷61~90號,26.05,商,,,1060315,土地1建物1車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,780918,116.65,0,0,0,無,無,12000000,102872,,0,0,,RPPQMLTJOHMFFEA58CA
士林區,房地(土地+建物)+車位,臺北市士林區忠誠路一段16巷1~30號,58.62,住,,,1060502,土地1建物1車位1,二層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860121,210.83,3,2,2,有,有,20000000,94863,坡道平面,0,0,二等親買賣,RPTOMLMKOHMFFEA18CA
北投區,土地,八仙段一小段91~120地號,17.33,農,,,1060328,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,600000,34622,,0,0,二等親間之買賣,RPSNMLNKOHMFFEA08CA
士林區,房地(土地+建物),臺北市士林區社子街31~60號,54.83,住,,,1060412,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780718,175.25,6,2,2,有,無,17500000,99852,,0,0,,RPOOMLNKOHMFFEA77CA
士林區,房地(土地+建物)+車位,臺北市士林區天玉街31~60號,72.53,住,,,1060416,土地1建物1車位2,四層,十九層,住宅大樓(11層含以上有電梯),住家用,見使用執照,910917,376.34,3,2,2,有,有,80880000,214912,坡道平面,105.66,0,,RPVNMLQJOHMFFEA58CA
北投區,土地,開明段一小段751~780地號,159.66,其他,,,1060518,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5280081,33071,,0,0,(包含)公共設施保留地之交易,RPXOMLPJOHMFFEA78CA
士林區,房地(土地+建物),臺北市士林區重慶北路四段220巷21弄31~60號,19.5,住,,,1060512,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620920,58.32,2,2,1,有,無,8600000,147462,,0,0,含增建或未登記建物。,RPRQMLNJOHMFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~30號,32.83,住,,,1060508,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,230.62,4,2,2,有,有,30000000,130084,坡道平面,0,0,二等親買賣,RPWPMLNJOHMFFEA58CA
松山區,房地(土地+建物),臺北市松山區寶清街1~30號,7.13,商,,,1060505,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,781120,72.17,2,1,1,有,有,13000000,180130,,0,0,,RPPNMLTKOHMFFDA28CA
南港區,車位,臺北市南港區三重路41巷31~60號,1.22,住,,,1060515,土地0建物0車位1,,,其他,,,,35.92,0,0,0,有,有,2200000,,坡道平面,0,0,,RPTNMLTKOHMFFDA68CA
南港區,房地(土地+建物),臺北市南港區興南街61~90號,50.5,住,,,1060425,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580417,81.72,3,2,1,有,無,13500000,165198,,0,0,,RPWNMLPKOHMFFDA58CA
松山區,房地(土地+建物),臺北市松山區南京東路五段291巷19弄31~60號,18.51,住,,,1060422,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710802,94.19,3,4,2,有,有,18500000,196412,,0,0,,RPSPMLNKOHMFFDA18CA
南港區,房地(土地+建物),臺北市南港區東新街170巷1~30號,27.74,住,,,1060520,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740711,94.79,2,2,1,有,無,12500000,131870,,0,0,,RPPNMLOKOHMFFDA77CA
信義區,房地(土地+建物)+車位,臺北市信義區松仁路241~270號,17.7,住,,,1060519,土地2建物2車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851007,132.46,3,1,2,有,有,25300000,191001,坡道機械,18.55,0,,RPUNMLTJOHMFFDA68CA
信義區,車位,臺北市信義區中坡北路1~30號,2.08,住,,,1060519,土地0建物0車位1,地下層,十二層,其他,見使用執照,鋼筋混凝土造,730712,33.6,0,0,0,有,無,2600000,,坡道平面,33.6,2600000,,RPWNMLRJOHMFFDA68CA
南港區,土地,玉成段五小段691~720地號,47.22,其他,,,1060518,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,3300541,69897,,0,0,(包含)公共設施保留地之交易,RPUOMLPJOHMFFDA38CA
南港區,房地(土地+建物)+車位,臺北市南港區研究院路二段61巷1~30號,27.75,其他,,,1060428,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021230,209.5,3,2,2,有,有,29200000,139379,坡道平面,51.95,0,,RPRPMLPJOHMFFDA18CA
中山區,房地(土地+建物),臺北市中山區錦州街31~60號,2.83,商,,,1060428,土地2建物1車位0,八層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,730927,31.01,1,1,1,有,無,3250000,104805,,0,0,陽台外推,RPRNMLTKOHMFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路二段317巷1~30號,30.3,商,,,1060415,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040630,382.88,4,2,3,有,有,59000000,176026,坡道平面,69.3,3800000,,RPQOMLTKOHMFFCA38CA
信義區,房地(土地+建物),臺北市信義區永吉路491巷7弄1~30號,24,住,,,1060523,土地1建物1車位0,一層，二層，三層,三層,店面(店鋪),,加強磚造,720101,69.3,0,0,2,無,無,20600000,297258,,0,0,,RPSOMLNJOHMFFDA97CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路235巷61~90號,35.21,住,,,1060406,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990409,169.67,2,2,2,有,有,30600000,180350,坡道平面,33.67,0,,RPXOMLNJOHMFFDA48CA
信義區,房地(土地+建物),臺北市信義區信安街103巷1~30號,38.05,住,,,1060424,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700127,118.94,2,2,1,有,無,12000000,100891,,0,0,含增建或未登記建物。,RPOPMLNJOHMFFDA67CA
信義區,房地(土地+建物),臺北市信義區松山路271~300號,10.55,商,,,1060424,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,730608,68.39,2,1,1,有,有,9900000,144758,,0,0,共有人數2人;含增建或未登記建物。,RPPPMLNJOHMFFDA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段174巷1~30號,55.36,其他,,,1060403,土地1建物1車位2,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880205,342.96,3,2,2,有,有,34200000,99720,坡道平面,0,0,親友、員工或其他特殊關係間之交易。,RPOTMLMLOHMFFCA08CA
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~30號,3.54,商,,,1060413,土地2建物1車位0,六層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,970312,34,1,1,1,有,有,6400000,188235,,0,0,,RPVPMLSLOHMFFCA98CA
內湖區,房地(土地+建物),臺北市內湖區內湖路三段331~360號,80.54,住,,,1060113,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050107,127.95,3,2,2,有,有,21680000,169441,,0,0,,RPUOMLKMOHMFFCA08CA
中正區,房地(土地+建物)+車位,臺北市中正區重慶南路一段121~150號,52.19,商,,,1060523,土地1建物2車位3,地下二層，地下一層,八層,店面(店鋪),見使用執照,鋼筋混凝土造,711016,474.13,0,0,0,無,無,111000000,234113,坡道平面,0,0,,RPWNMLRJOHMFFBA48CA
大同區,房地(土地+建物),臺北市大同區華亭街1~30號,17.8,商,,,1060322,土地1建物1車位0,全,四層,透天厝,住家用,加強磚造,,61.79,8,4,4,有,無,6500000,105195,,0,0,親友、員工或其他特殊關係間之交易。,RPSNMLQJOHMFFBA97CA
大同區,房地(土地+建物),臺北市大同區歸綏街121~150號,19.78,商,,,1060423,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010809,130.03,3,2,1,有,有,22800000,175344,,0,0,共有人數2人。含增建或未登記建物。,RPWQMLNJOHMFFBA38CA
萬華區,房地(土地+建物),臺北市萬華區武昌街二段61~90號,1.24,商,,,1060522,土地1建物1車位0,四層,十一層,辦公商業大樓,商業用,鋼筋混凝土造,710908,11.33,0,0,0,無,有,1250000,110327,,0,0,,RPRNMLPJOHMFFBA77CA
萬華區,房地(土地+建物),臺北市萬華區西園路二段261巷31~60號,36.67,住,,,1060430,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),商業用,加強磚造,580207,71.2,0,0,0,無,無,13000000,182584,,0,0,地下室及一樓空地增建。,RPOOMLPJOHMFFBA57CA
萬華區,房地(土地+建物),臺北市萬華區長泰街151~180號,31,住,,,1060408,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650414,115.55,5,2,2,有,無,5500000,47598,,0,0,親友、員工或其他特殊關係間之交易。,RPPOMLPJOHMFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段250巷1~30號,12.9,住,,,1060503,土地2建物1車位0,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,761030,127.86,3,2,2,有,有,14300000,111841,,0,0,,RPTNMLPKOHMFFBA08CA
萬華區,房地(土地+建物),臺北市萬華區寶興街68巷1~30號,20.34,住,,,1060420,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710618,72.65,3,2,1,有,無,9000000,123882,,0,0,含增建或未登記建物。,RPPNMLQKOHMFFBA77CA
萬華區,房地(土地+建物),臺北市萬華區環河南路二段250巷31~60號,12.61,住,,,1060424,土地2建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,761030,124.34,3,2,2,有,有,11880000,95544,,0,0,,RPUNMLQKOHMFFBA28CA
萬華區,房地(土地+建物),臺北市萬華區漢中街1~30號,3.44,商,,,1060516,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,830224,24.69,0,1,1,有,無,3700000,149858,,0,0,,RPOOMLQKOHMFFBA77CA
萬華區,房地(土地+建物),臺北市萬華區萬大路137巷31~60號,11.9,商,,,1060509,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,640508,31.18,0,0,0,無,無,2960000,94933,,0,0,親友、員工或其他特殊關係間之交易。,RPWNMLTJOHMFFBA68CA
文山區,車位,臺北市文山區福興路63巷4弄1~30號,0.41,住,,,1060404,土地0建物0車位1,一層,八層,其他,見使用執照,鋼筋混凝土造,860613,27.16,0,0,0,有,有,1480000,,坡道平面,27.16,1480000,,RPOOMLRJOHMFFAA67CA
中正區,房地(土地+建物),臺北市中正區延平南路179巷1弄1~30號,21.77,住,,,1060509,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700216,144.4,3,2,2,有,有,25500000,176593,,0,0,,RPSOMLNJOHMFFAA67CA
文山區,房地(土地+建物),臺北市文山區木新路三段50巷10弄1~30號,16.46,住,,,1060506,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050129,63.65,2,1,1,有,有,10500000,164965,,0,0,,RPVNMLSJOHMFFAA38CA
文山區,房地(土地+建物)+車位,臺北市文山區和興路91~120號,40.38,住,,,1060327,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840411,148.43,3,2,2,有,有,14000000,94321,坡道平面,0,0,親友、員工或其他特殊關係間之交易。所有權人共2人,RPRNMLQKOHMFFAA87CA
中山區,土地,榮星段五小段91~120地號,54.27,其他,,,1060522,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1411020,26000,,0,0,,RPRPMLTJOHMFFCA48CA
內湖區,土地,康寧段三小段61~90地號,15.77,其他,,,1060522,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,179563,11386,,0,0,,RPTPMLTJOHMFFCA68CA
內湖區,房地(土地+建物)+車位,臺北市內湖區安美街151~180號,47.27,其他,,,1060317,土地1建物1車位2,二層,九層,倉庫,工業用,鋼筋混凝土造,931019,188.57,0,0,0,無,有,10000000,,坡道平面,39.49,0,車位無獨立產權親友、員工或其他特殊關係間之交易。,RPVPMLPJOHMFFCA48CA
內湖區,土地,石潭段三小段571~600地號,46.85,商,,,1060519,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,41096495,877193,,0,0,,RPQNMLQJOHMFFCA87CA
內湖區,土地,石潭段三小段631~660地號,46.85,商,,,1060519,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,41096495,877193,,0,0,,RPRNMLQJOHMFFCA97CA
中山區,房地(土地+建物),臺北市中山區新生北路三段82巷1~30號,16.5,商,,,1060423,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710619,87.93,2,2,1,有,無,14200000,161492,,0,0,含增建或未登記建物。,RPTNMLQJOHMFFCA18CA
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,2.71,商,,,1060505,土地1建物1車位0,七層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,710227,29.63,1,1,1,有,有,3850000,129936,,0,0,,RPUNMLQJOHMFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路211~240號,602.16,工,,,1060515,土地1建物7車位36,四層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060310,3371.87,0,0,0,無,有,548000000,162521,坡道平面,0,0,,RPPNMLRJOHMFFCA87CA
萬華區,房地(土地+建物)+車位,臺北市萬華區東園街73巷1~30號,38.16,住,,,1060410,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,900301,150.67,3,2,2,有,有,17200000,141054,坡道平面,31.85,440000,,RPQNMLNJPHMFFBA57CA
大安區,房地(土地+建物),臺北市大安區光復南路571~600號,12.12,商,,,1060417,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,731210,143.37,4,2,2,有,有,32600000,227384,,0,0,含增建或未登記建物。,RPROMLNJOHMFFFA18DA
士林區,房地(土地+建物),臺北市士林區德行東路90巷1~30號,26.25,住,,,1060408,土地4建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620922,71.16,2,2,1,有,無,12000000,168634,,0,0,,RPSQMLNJOHMFFEA38DA
士林區,房地(土地+建物),臺北市士林區中山北路七段81巷1~30號,13.66,住,,,1060507,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680828,97.93,4,2,3,有,有,20500000,209333,,0,0,含增建或未登記建物。,RPUNMLQJOHMFFEA58DA
士林區,房地(土地+建物),臺北市士林區中山北路六段236巷1弄1~30號,141,住,,,1060402,土地2建物2車位0,全,二層,透天厝,住家用,加強磚造,610502,189.96,4,2,2,有,無,61000000,321120,,0,0,含增建或未登記建物-平台、陽台加窗。權利人二人,RPOPMLRJOHMFFEA28DA
南港區,房地(土地+建物)+車位,臺北市南港區福德街373巷1~30號,29.6,住,,,1060512,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,870521,174.74,4,1,2,有,有,22850000,130766,坡道平面,0,0,,RPUNMLNKOHMFFDA28DA
