鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段241~270號,38,住,,,1060414,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991104,192.24,3,2,2,有,有,28880000,150229,坡道平面,0,0,,RPOOMLSJOHMFFAA77CA
文山區,房地(土地+建物),臺北市文山區木新路三段271~300號,9.37,商,,,1060307,土地1建物1車位0,四層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,870819,64.27,5,2,2,有,有,11250000,175043,,0,0,含增建或未登記建物。,RPQNMLKLOHMFFAA27CA
文山區,房地(土地+建物)+車位,臺北市文山區木新路三段151~180號,56.98,住,,,1060412,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781212,195.11,3,2,2,有,有,26500000,135821,坡道平面,0,0,,RPPNMLSLOHMFFAA97CA
文山區,房地(土地+建物)+車位,臺北市文山區三福街61~90號,27.68,住,,,1060515,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,245.95,3,2,2,有,有,38500000,182163,坡道平面,45.58,2000000,,RPQNMLSLOHMFFAA08CA
文山區,房地(土地+建物),臺北市文山區溪口街31~60號,38.06,住,,,1060428,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710223,138.88,3,2,2,有,無,18000000,129608,,0,0,,RPUNMLKMOHMFFAA77CA
中山區,車位,臺北市中山區雙城街19巷1~30號,0.14,商,,,1060524,土地0建物0車位1,一層,十四層,其他,商業用,鋼筋混凝土造,970312,25.82,0,0,0,有,有,780000,,升降機械,25.82,780000,,RPOPMLOKOHMFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街23巷1~30號,36.09,住,,,1060522,土地1建物1車位1,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,820510,74.19,2,2,1,有,有,15000000,202211,坡道平面,0,0,,RPQNMLPKOHMFFCA87CA
中山區,土地,吉林段二小段871~900地號,4,住,,,1060106,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1050000,262500,,0,0,,RPOOMLTJOHMFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區安康路241~270號,19.74,住,,,1060407,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030724,129.47,2,2,2,有,有,21585000,166718,升降機械,8.11,0,,RPQPMLMKOHMFFCA77CA
中山區,房地(土地+建物),臺北市中山區北安路573巷1~30號,33.62,住,,,1060330,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670705,82.69,2,1,2,有,無,10751850,130026,,0,0,親友關係間之交易。,RPPNMLMKOHMFFCA47CA
中山區,房地(土地+建物),臺北市中山區雙城街43巷1~30號,4.21,商,,,1060504,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680419,25.3,1,1,1,有,有,3520000,139130,,0,0,,RPRNMLMKOHMFFCA67CA
內湖區,車位,臺北市內湖區文德路210巷30弄91~120號,4.16,住,,,1060517,土地0建物0車位1,地下二層，地下三層,十四層,其他,停車空間,鋼骨鋼筋混凝土造,911031,42.5,0,0,0,有,有,1920000,,坡道平面,0,1920000,,RPSNMLMKOHMFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段91~120號,17.66,商,,,1060419,土地1建物1車位3,十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030827,208.33,4,2,2,有,有,14900000,71521,坡道平面,0,0,親友、員工或其他特殊關係間之交易。,RPWPMLRJOHMFFCA78CA
中山區,房地(土地+建物),臺北市中山區新生北路三段88巷31~60號,22.05,商,,,1060412,土地8建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680927,58.39,3,2,1,有,無,9500000,162699,,0,0,,RPVPMLSJOHMFFCA78CA
內湖區,房地(土地+建物)+車位,臺北市內湖區金莊路91~120號,32.79,其他,,,1060418,土地2建物1車位1,六層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010104,185.7,2,1,2,有,有,30000000,161551,坡道平面,37.34,0,,RPUOMLTJOHMFFCA68CA
內湖區,房地(土地+建物),臺北市內湖區成功路二段312巷31~60號,35.2,住,,,1060422,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740614,108.52,3,2,2,有,無,12500000,115186,,0,0,含增建或未登記建物。,RPPRMLQJOHMFFCA18CA
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街99巷1~30號,28.86,住,,,1060415,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051108,191.77,3,2,2,有,有,32000000,194397,坡道平面,38.99,2300000,1.建物清冊持分內公設建號包含車位持分及面積。2.因賣方需先辦理車位調整才能移轉，故公契立契日與私契立契日不同日,RPRNMLKMOHMFFBA57CA
萬華區,房地(土地+建物)+車位,臺北市萬華區環河南路三段121~150號,26.41,住,,,1060317,土地3建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050419,200.45,3,1,2,有,有,40500000,202045,升降平面,26.9,0,,RPVOMLQJPHMFFBA48CA
北投區,房地(土地+建物),臺北市北投區中和街31~60號,4.2,其他,,,1060416,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,690821,31.34,1,1,1,有,有,3410000,108807,,0,0,含增建或未登記建物。,RPOPMLMKOHMFFEA87DA
北投區,土地,大屯段二小段151~180地號,104.64,其他,,,1060606,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1210000,11563,,0,0,向政府機關承購之案件。,RPQNMLQJPHMFFEA28DA
松山區,房地(土地+建物),臺北市松山區光復北路60巷1~30號,25.1,住,,,1060519,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730127,123.61,3,2,2,有,有,26500000,214384,,0,0,含增建或未登記建物-陽台加窗。,RPUNMLMKOHMFFDA18DA
信義區,房地(土地+建物),臺北市信義區忠孝東路五段361~390號,8.81,商,,,1060523,土地3建物1車位0,四層,十一層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,940531,62.64,2,2,2,有,有,17880000,285441,,0,0,含增建或未登記建物-陽台加窗。,RPUOMLNKOHMFFDA38DA
信義區,房地(土地+建物),臺北市信義區吳興街220巷11弄1~30號,30.75,住,,,1060405,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620211,78.44,3,1,1,有,無,10000000,127486,,0,0,,RPOOMLTJOHMFFDA28DA
信義區,房地(土地+建物),臺北市信義區吳興街220巷11弄1~30號,30.75,住,,,1060405,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620211,78.44,3,1,1,有,無,10000000,127486,,0,0,,RPPOMLTJOHMFFDA38DA
大安區,房地(土地+建物),臺北市大安區大安路一段61~90號,37.81,商,,,1060328,土地2建物1車位0,地下層,十一層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,396.74,0,0,0,無,無,45000000,113424,,0,0,,RPPNMLSLOHMFFFA58DA
中正區,房地(土地+建物),臺北市中正區南海路91~120號,23.63,住,,,1060423,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,691029,64.02,3,2,1,有,有,9100000,142143,,0,0,含增建或未登記建物。,RPUOMLQKOHMFFAA38DA
文山區,車位,臺北市文山區羅斯福路六段121~150號,3.28,商,,,1060606,土地0建物0車位1,地下一層，地下二層，地下三層，地下四層,九層,其他,見使用執照,鋼筋混凝土造,820818,41.6,0,0,0,有,無,1800000,,坡道平面,41.6,1800000,,RPUNMLNKOHMFFAA97DA
大安區,房地(土地+建物),臺北市大安區和平東路三段1巷31~60號,16.62,住,,,1060424,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,87.28,2,2,1,有,有,17830000,204285,,0,0,共有人數2人內含獨立產權公設，未包含在棟數內。含增建或未登記建物。,RPRNMLSJOHMFFFA48CA
大安區,房地(土地+建物),臺北市大安區新生南路一段157巷1~30號,23.3,住,,,1060502,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010330,120.64,1,2,1,有,有,35000000,290119,,0,0,,RPOOMLRJOHMFFFA18CA
大安區,房地(土地+建物),臺北市大安區市民大道四段61~90號,13.83,住,,,1060522,土地1建物1車位0,六層，陽台,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,51.75,2,1,1,有,有,6500000,125604,,0,0,親友、員工或其他特殊關係間之交易。,RPVNMLTKOHMFFFA09CA
中正區,房地(土地+建物),臺北市中正區中華路二段311巷31~60號,10.66,住,,,1060417,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,加強磚造,560519,25.63,2,1,1,有,無,3550000,138510,,0,0,含增建或未登記建物。,RPXOMLTJOHMFFAA88DA
文山區,房地(土地+建物)+車位,臺北市文山區景福街54巷5弄1~30號,27.46,住,,,1060520,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,880119,123.87,3,2,2,有,有,18600000,150157,坡道平面,46.09,0,含增建或未登記建物-陽台外擴。,RPRNMLTJOHMFFAA18DA
大安區,房地(土地+建物),臺北市大安區延吉街97巷1~30號,20.73,住,,,1060509,土地1建物2車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740722,103.19,3,2,1,有,有,11000000,106599,,0,0,權利人共5人，親友、員工或其他特殊關係間之交易。,RPSOMLPJPHMFFFA48CA
文山區,房地(土地+建物),臺北市文山區羅斯福路五段92巷1弄1~30號,30.92,商,,,1060501,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691103,72.8,3,2,2,有,無,12000000,164835,,0,0,親友、員工或其他特殊關係間之交易。,RPSOMLRJOHMFFAA18DA
大安區,土地,復興段一小段661~690地號,10.49,其他,,,1050513,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4382897,417817,,0,0,公共設施保留地之交易。,RPQOMLMKOHMFFFA97CA
大安區,房地(土地+建物),臺北市大安區四維路31~60號,46.25,住,,,1060420,土地1建物1車位0,一層,四層,店面(店鋪),住家用,鋼筋混凝土造,,133.92,0,0,0,無,無,58000000,433094,,0,0,地政士僅受託買賣案件申請登記，並無代理撰擬不動產買賣契約書，係由不動產經紀業或權利人自行提供成交案件實際資訊，供地政士申報登錄。權利人共二人。,RPROMLOKOHMFFFA28CA
大安區,房地(土地+建物),臺北市大安區延吉街70巷5弄1~30號,22.84,住,,,1060408,土地1建物1車位0,一層，見其他登記事項,四層,店面(店鋪),住家用,鋼筋混凝土造,600715,61.72,1,1,1,有,無,37300000,604342,,0,0,含增建或未登記建物。,RPQNMLSJOHMFFFA38CA
大安區,房地(土地+建物),臺北市大安區四維路216巷1~30號,42.38,住,,,1060502,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),,加強磚造,,113.21,3,2,2,有,無,21500000,189913,,0,0,含增建或未登記建物。,RPWOMLSJOHMFFFA09CA
北投區,房地(土地+建物),臺北市北投區大業路511~540號,17.89,住,,,1060518,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840915,98.44,2,1,1,有,有,13800000,140187,,0,0,親屬間買賣,RPPNMLQJPHMFFEA08CA
中正區,房地(土地+建物),臺北市中正區羅斯福路二段8巷14弄1~30號,8.52,住,,,1060509,土地1建物1車位0,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,720119,32.33,1,1,1,有,無,8000000,247448,,0,0,含增建或未登記建物。,RPQNMLPLOHMFFAA87DA
文山區,房地(土地+建物),臺北市文山區和平東路四段65巷27弄1~30號,100.17,住,,,1060425,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,760711,194.43,5,2,3,有,有,25000000,128581,,0,0,含增建或未登記建物-陽台外移、平台外移、露台加蓋空地加蓋。,RPSNMLPLOHMFFAA08DA
文山區,房地(土地+建物),臺北市文山區辛亥路四段77巷91~120號,35.33,住,,,1060501,土地2建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840516,61.59,2,2,1,有,有,7660000,124391,,0,0,含增建或未登記建物-陽台加窗。,RPPOMLMKOHMFFAA47DA
大同區,房地(土地+建物),臺北市大同區寧夏路1~30號,4.01,商,,,1060511,土地1建物1車位0,九層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,851028,47.47,1,1,1,有,有,6200000,130609,,0,0,含增建或未登記建物。,RPPNMLSKOHMFFBA08DA
北投區,房地(土地+建物),臺北市北投區中和街493巷3弄1~30號,31.4,住,,,1060519,土地9建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690530,108.32,3,2,2,有,無,10500000,96935,,0,0,,RPUNMLRJPHMFFEA78DA
北投區,土地,大屯段二小段151~180地號,228.46,其他,,,1060526,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2640000,11556,,0,0,,RPPNMLNKOHMFFEA87DA
士林區,房地(土地+建物),臺北市士林區中山北路五段505巷42弄1~30號,39,商,,,1060511,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,620109,82.34,3,2,1,有,無,22700000,275686,,0,0,含增建或未登記建物。,RPXOMLMKOHMFFEA68DA
士林區,房地(土地+建物)+車位,臺北市士林區福志路61~90號,78.64,住,,,1060407,土地1建物1車位4,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040303,578.75,0,0,0,無,有,152600000,350089,坡道平面,178.28,12400000,毛坯屋─未隔間─未裝潢,RPRNMLSJOHMFFEA48DA
中山區,房地(土地+建物),臺北市中山區長安東路一段1~30號,3.17,商,,,1060428,土地1建物1車位0,二層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,681124,34.07,1,1,1,有,有,4200000,123276,,0,0,,RPRNMLTJOHMFFCA28CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段91~120號,22.27,住,,,1060428,土地2建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010905,254.96,4,2,2,有,有,53500000,209837,坡道平面,26.65,0,,RPPPMLSJOHMFFCA18CA
中山區,房地(土地+建物),臺北市中山區林森北路107巷61~90號,6.49,商,,,1060524,土地1建物1車位0,四層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,650605,37.73,0,0,1,無,有,4850000,128545,,0,0,,RPRPMLSJOHMFFCA38CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷1~30號,9,住,,,1060430,土地1建物1車位0,四層,九層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,950727,36.03,1,1,1,有,有,7900000,219262,,0,0,含增建或未登記建物。,RPPQMLRJOHMFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區康寧路三段31~60號,18.8,住,,,1060413,土地1建物1車位0,九層，電梯樓梯間,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850904,79.97,2,2,1,有,有,14390000,179942,,0,0,含增建或未登記建物,RPQQMLRJOHMFFCA28CA
中山區,房地(土地+建物),臺北市中山區錦州街31~60號,2.83,商,,,1060526,土地2建物1車位0,八層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,730927,31.01,0,1,1,有,有,3000000,96743,,0,0,開放式套房,RPVNMLSJOHMFFCA58CA
中山區,房地(土地+建物),臺北市中山區吉林路121~150號,20.19,商,,,1060515,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661116,138.59,0,0,0,無,無,23980000,173028,,0,0,,RPROMLSJOHMFFCA28CA
內湖區,車位,臺北市內湖區港墘路26巷1~30號,0.48,住,,,1060519,土地0建物0車位1,地下一層,十五層,其他,見使用執照,鋼筋混凝土造,840401,33.95,0,0,0,有,無,1600000,,坡道平面,33.75,1600000,,RPUNMLMKOHMFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,12.22,商,,,1060309,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,190.4,3,2,2,有,有,39880000,236710,坡道平面,33.33,2700000,,RPUOMLMKOHMFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,12.22,商,,,1060309,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,190.4,3,2,2,有,有,39880000,236710,坡道平面,33.33,2700000,,RPVOMLMKOHMFFCA18CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,10.65,商,,,1051028,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,170,3,2,2,有,有,35200000,236336,坡道平面,33.33,2900000,,RPWOMLMKOHMFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷31~60號,23.56,住,,,1060125,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730628,135.91,3,2,2,有,有,22450000,165183,,0,0,含增建或未登記建物。,RPXNMLTJOHMFFCA88CA
內湖區,房地(土地+建物),臺北市內湖區港墘路26巷1~30號,28.97,住,,,1060429,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720518,107.38,3,2,2,有,無,14900000,138760,,0,0,含增建或未登記建物。,RPQNMLOKOHMFFCA77CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街186巷31~60號,22.02,住,,,1060425,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880128,87.57,4,2,2,有,有,9150000,104488,升降機械,14.94,0,含增建或未登記建物。登記名義人為二人。,RPTQMLNKOHMFFCA28CA
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段142巷31~60號,27.03,住,,,1060421,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860816,103.83,3,2,2,有,有,14000000,134836,坡道機械,22.03,0,親友、員工或其他特殊關係間之交易。含增建或未登記建物。,RPRNMLTKOHMFFAA18CA
文山區,房地(土地+建物),臺北市文山區羅斯福路五段176巷31~60號,50.5,住,,,1060510,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,112.47,3,2,3,有,無,19600000,174269,,0,0,平台外推,RPSNMLNLOHMFFAA77CA
中正區,房地(土地+建物),臺北市中正區和平西路一段91~120號,9.5,商,,,1060318,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970530,139.82,3,2,2,有,有,31800000,227435,,0,0,,RPPOMLSJOHMFFAA87CA
文山區,房地(土地+建物),臺北市文山區景福街211~240號,46.83,住,,,1060517,土地1建物1車位0,四層，陽台，屋頂突出物,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,640625,93.4,3,1,1,有,無,13800000,147752,,0,0,,RPQNMLMKOHMFFAA37CA
文山區,房地(土地+建物),臺北市文山區木柵路四段9巷31~60號,131.54,住,,,1060410,土地2建物1車位0,一層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870815,173.35,3,2,2,有,有,22800000,131526,,0,0,含增建或未登記建物。本棟有電梯。本戶有車位使用權。,RPPNMLNKOHMFFAA37CA
中正區,土地,成功段三小段61~90地號,17.72,其他,,,1050513,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,2731202,154131,,0,0,公共設施保留地之交易。,RPQPMLMKOHMFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區廣州街61~90號,104,商,,,1060509,土地2建物1車位0,全,二層,透天厝,,磚造,,102.47,2,2,2,有,無,64000000,624573,,0,0,,RPOPMLOKOHMFFBA67CA
萬華區,房地(土地+建物),臺北市萬華區三水街91~120號,41.67,商,,,1060510,土地1建物1車位0,一層，二層,二層,其他,,磚造,,75.7,3,2,1,有,無,11800000,155878,,0,0,,RPTPMLOKOHMFFBA18CA
大同區,房地(土地+建物),臺北市大同區寧夏路61~90號,4.8,商,,,1060523,土地1建物1車位0,地下二層,九層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,840531,235.23,0,0,0,無,無,5200000,22106,,0,0,親友、員工或其他特殊關係間之交易。,RPQNMLPKOHMFFBA77CA
萬華區,房地(土地+建物),臺北市萬華區萬大路121~150號,20.12,住,,,1060510,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640310,60.97,3,1,1,有,無,8000000,131212,,0,0,增建或占用範圍:防火巷,RPVNMLSJOHMFFBA48CA
中山區,房地(土地+建物)+車位,臺北市中山區新生北路二段62巷1~30號,12.85,商,,,1060502,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,195.73,3,2,2,有,有,10550000,53901,坡道平面,33.33,0,親友、員工或其他特殊關係間之交易。,RPPNMLTKOHMFFCA18CA
中山區,房地(土地+建物),臺北市中山區民族東路512巷13弄1~30號,40.52,住,,,1060505,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700119,109.68,3,2,2,有,無,28500000,259847,,0,0,,RPUPMLTKOHMFFCA88CA
中山區,車位,臺北市中山區雙城街13巷1~30號,0.18,商,,,1060520,土地0建物0車位1,三層,十五層,其他,住家用,鋼筋混凝土造,1010327,34.14,0,0,0,有,有,1750000,,坡道平面,34.14,1750000,,RPSPMLPKOHMFFCA28CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~480號,31.03,住,,,1060506,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050411,258.3,3,2,2,有,有,37400000,144787,坡道平面,77.82,0,內含獨立產權車位，未包含在棟數內,RPWOMLRJOHMFFDA78CA
松山區,房地(土地+建物),臺北市松山區光復北路211~240號,28,住,,,1060422,土地3建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,910320,133.52,3,2,1,有,有,25900000,193978,,0,0,內含獨立產權公設，未包含在棟數內含增建或未登記建物。,RPRNMLSJOHMFFDA28CA
信義區,房地(土地+建物),臺北市信義區虎林街70巷1~30號,23.43,住,,,1060424,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,91.29,3,1,1,有,有,10500000,115018,,0,0,含增建或未登記建物。,RPVOMLSJOHMFFDA78CA
南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,49.22,住,,,1060408,土地1建物1車位2,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030423,233.16,3,2,3,有,有,38800000,179670,坡道機械,28.34,2000000,,RPWNMLTJOHMFFDA88CA
信義區,車位,臺北市信義區光復南路421巷6弄1~30號,7.23,住,,,1060525,土地0建物0車位1,停車場，地下層,六層,其他,見使用執照,鋼筋混凝土造,671220,30.17,0,0,0,有,無,2905000,,坡道平面,30.17,2905000,,RPQNMLNKOHMFFDA77CA
松山區,土地,寶清段二小段301~330地號,1.78,其他,,,1050513,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,505804,284160,,0,0,公共設施保留地之交易。,RPTOMLMKOHMFFDA08CA
南港區,房地(土地+建物)+車位,臺北市南港區松河街751~780號,29.6,住,,,1060526,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040819,135.73,2,2,1,有,有,21000000,210180,坡道平面,47.71,2500000,,RPXOMLNKOHMFFDA58CA
松山區,房地(土地+建物),臺北市松山區民權東路三段106巷3弄31~60號,36.2,住,,,1060516,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670803,124.11,3,2,2,有,無,24500000,197406,,0,0,,RPTNMLPJPHMFFDA28CA
南港區,房地(土地+建物),臺北市南港區忠孝東路六段225巷2弄1~30號,48.5,工,,,1060216,土地1建物2車位0,一層，平台,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,630806,150.3,2,2,2,有,無,8700000,57884,,0,0,親友關係間之交易。,RPOQMLQJPHMFFDA18CA
南港區,房地(土地+建物),臺北市南港區忠孝東路六段225巷2弄1~30號,49,工,,,1060216,土地1建物2車位0,平台，一層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,630806,150.3,3,2,1,有,無,8800000,58550,,0,0,親友關係間之交易。,RPPQMLQJPHMFFDA28CA
南港區,房地(土地+建物),臺北市南港區成福路31~60號,18.08,住,,,1060306,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050920,110.88,3,2,2,有,無,17740000,159993,,0,0,1.親友、員工或其他特殊關係間之交易。2.本戶部分土地持分為權利人原有。,RPOOMLTKOHMFFDA28CA
南港區,房地(土地+建物)+車位,臺北市南港區成福路31~60號,18.26,住,,,1060306,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050920,122.75,3,2,2,有,無,21440000,174664,升降機械,11.31,0,1.親友、員工或其他特殊關係間之交易。2.本戶部分土地持分為權利人原有。,RPPOMLTKOHMFFDA38CA
松山區,房地(土地+建物),臺北市松山區撫遠街255巷1~30號,40,住,,,1060419,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720608,97.5,3,2,2,有,無,16500000,169231,,0,0,,RPWOMLKLOHMFFDA28CA
南港區,房地(土地+建物)+車位,臺北市南港區園區街1~30號,27.43,住,,,1051215,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951116,165.2,3,2,2,有,有,35000000,211864,坡道平面,15,0,公司法人代表與公司特殊關係間之交易。,RPOPMLLLOHMFFDA67CA
南港區,土地,南港段一小段151~180地號,15.67,商,,,1060425,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,7584000,483982,,0,0,,RPQNMLNLOHMFFDA87CA
士林區,房地(土地+建物),臺北市士林區葫東街1~30號,20.5,商,,,1060414,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621114,73.93,1,2,2,有,無,8400000,113621,,0,0,共有人數2人。含增建或未登記建物。,RPTOMLRJOHMFFEA58CA
北投區,房地(土地+建物),臺北市北投區致遠一路一段58巷10弄1~30號,30.31,住,,,1060312,土地7建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690213,106.93,3,2,2,有,無,13170000,123165,,0,0,含增建或未登記建物。,RPUOMLRJOHMFFEA68CA
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷63弄1~30號,33.65,住,,,1060513,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731121,124.9,3,2,2,有,有,18680000,149560,,0,0,含增建或未登記建物。,RPVOMLRJOHMFFEA78CA
